,age,worksalary_class,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary_class
28167,19,Private,379699.1999999997,Primary_education,7,Single,Sales,Own-child,Black,Female,0,0,18,United-States,<=50K
28168,27,Private,42696.0,Secondary_edu,9,Married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
28169,30,Private,262994.0,Secondary_edu,10,Unmarried,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
28170,43,Civil_servant,167298.0,Secondary_edu,9,Unmarried,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
28171,51,Private,103529.0,Primary_education,7,Unmarried,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
28172,47,Private,97883.0,Graduate,13,Widowed,Priv-house-serv,Unmarried,White,Female,5013,0,35,United-States,>50K
28173,49,Civil_servant,269417.0,PhD,14,Single,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
28174,34,Private,199539.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
28175,19,Private,39463.2,Secondary_edu,9,Single,Prof-specialty,Own-child,White,Male,0,0,60,United-States,<=50K
28176,63,Civil_servant,62176.0,PhD,14,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,18,United-States,>50K
28177,28,Civil_servant,239130.0,Secondary_edu,10,Unmarried,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
28178,41,Self_employed,151089.0,Secondary_edu,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
28179,21,Private,331611.0,Secondary_edu,10,Married,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
28180,31,Self_employed,203463.0,Graduate,13,Single,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
28181,45,Private,151518.0,Secondary_edu,9,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
28182,23,Self_employed,39844.0,Secondary_edu,9,Single,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
28183,32,Private,299635.0,Secondary_edu,10,Married,Exec-managerial,Husband,White,Male,0,0,50,Others,<=50K
28184,63,Private,123393.0,Primary_education,7,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
28185,32,Private,209538.0,Post_Grad,14,Married,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
28186,35,Self_employed,238802.0,Secondary_edu,9,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
28187,29,Private,379699.1999999997,Secondary_edu,10,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
28188,38,Private,200220.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28189,38,Private,114059.0,Secondary_edu,10,Married,Sales,Husband,White,Male,0,0,60,United-States,<=50K
28190,19,Private,379699.1999999997,Secondary_edu,9,Single,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K
28191,47,Private,185385.0,Secondary_edu,9,Married,Prof-specialty,Husband,White,Male,5013,0,24,United-States,<=50K
28192,22,Private,225156.0,Secondary_edu,9,Single,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28193,21,Private,377931.0,Secondary_edu,10,Married,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
28194,27,Private,133359.0,Graduate,13,Married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
28195,28,Private,226891.0,Secondary_edu,10,Single,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,30,United-States,<=50K
28196,32,Private,201988.0,Secondary_edu,14,Married,Sales,Husband,White,Male,4508,0,40,United-States,<=50K
28197,40,Private,287008.0,Secondary_edu,14,Married,Prof-specialty,Husband,White,Male,5013,0,55,Others,>50K
28198,23,Private,151910.0,Graduate,13,Single,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
28199,25,Private,231714.0,Secondary_edu,10,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
28200,44,Self_employed,178510.0,Secondary_edu,10,Single,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
28201,43,Private,178866.0,Secondary_edu,9,Married,Adm-clerical,Wife,White,Female,0,0,25,United-States,>50K
28202,31,Private,110643.0,Graduate,13,Married,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
28203,33,Private,148261.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28204,41,Private,217902.0,Secondary_edu,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28205,29,Self_employed,77207.0,Post_Grad,14,Married,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
28206,32,Private,377017.0,Secondary_edu,12,Single,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
28207,63,Private,184759.0,Primary_education,5,Married,Handlers-cleaners,Husband,White,Male,1797,0,18,United-States,<=50K
28208,63,Self_employed,80333.0,Secondary_edu,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28209,58,Private,265086.0,Graduate,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
28210,55,Private,102058.0,Primary_education,8,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K
28211,20,Private,333843.0,Secondary_edu,9,Single,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
28212,35,Private,296478.0,Secondary_edu,10,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
28213,27,Civil_servant,116662.0,Secondary_edu,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
28214,37,Self_employed,353298.0,Secondary_edu,9,Married,Sales,Husband,White,Male,5013,0,50,United-States,>50K
28215,42,Private,142424.0,Secondary_edu,11,Single,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28216,47,Civil_servant,200808.0,Primary_education,8,Married,Adm-clerical,Husband,White,Male,0,0,35,Others,<=50K
28217,29,Private,119052.0,Secondary_edu,9,Single,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,<=50K
28218,33,Private,168981.0,Primary_education,5,Single,Sales,Own-child,White,Female,0,0,24,United-States,<=50K
28219,44,Private,151780.0,Secondary_edu,10,Widowed,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
28220,63,Private,237065.0,Primary_education,5,Widowed,Other-service,Other-relative,White,Female,2346,0,40,United-States,<=50K
28221,25,Private,379699.1999999997,Secondary_edu,9,Single,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
28222,24,Civil_servant,249385.0,Graduate,13,Single,Adm-clerical,Other-relative,White,Female,0,0,18,United-States,<=50K
28223,42,Civil_servant,109462.0,Graduate,13,Unmarried,Adm-clerical,Unmarried,Black,Female,2977,0,40,United-States,<=50K
28224,53,Private,250034.0,Graduate,13,Married,Exec-managerial,Husband,Black,Male,0,0,50,United-States,>50K
28225,39,Private,249720.0,Graduate,13,Unmarried,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,<=50K
28226,63,Self_employed,258761.0,Secondary_edu,9,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
28227,43,Self_employed,64048.0,Primary_education,5,Single,Sales,Own-child,White,Female,0,0,44,Others,<=50K
28228,25,Civil_servant,153534.0,Secondary_edu,10,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
28229,37,Private,193815.0,Secondary_edu,12,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
28231,39,Private,204527.0,PhD,14,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
28232,63,Self_employed,159938.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,2635,0,24,Others,<=50K
28233,29,Self_employed,229341.0,Secondary_edu,9,Single,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
28234,50,Private,128143.0,Graduate,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
28235,33,Private,175479.0,Primary_education,5,Single,Other-service,Unmarried,White,Female,0,0,40,Others,<=50K
28236,19,Private,301814.0,Secondary_edu,9,Single,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
28237,20,Private,238917.0,Primary_education,7,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,32,Others,<=50K
28238,32,Private,205581.0,Secondary_edu,10,Unmarried,Tech-support,Unmarried,White,Female,0,0,50,United-States,<=50K
28239,45,Private,340341.0,Secondary_edu,10,Unmarried,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28240,48,Private,147860.0,Secondary_edu,9,Married,Handlers-cleaners,Wife,Black,Female,0,0,40,United-States,<=50K
28241,20,Private,121023.0,Secondary_edu,10,Single,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
28242,23,Private,259496.0,Secondary_edu,9,Single,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
28243,34,Civil_servant,190228.0,Graduate,13,Married,Protective-serv,Husband,White,Male,0,0,48,United-States,>50K
28244,43,Private,180599.0,Graduate,13,Unmarried,Exec-managerial,Unmarried,White,Male,5013,0,40,United-States,>50K
28245,44,Private,116358.0,Graduate,13,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
28246,47,Self_employed,180446.0,Secondary_edu,10,Married,Tech-support,Husband,Black,Male,0,0,40,United-States,>50K
28247,47,Private,264244.0,Secondary_edu,9,Married,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,<=50K
28248,46,Civil_servant,197988.0,Primary_education,5,Single,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
28249,19,Private,206599.0,Secondary_edu,9,Single,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
28250,51,Private,313146.0,Secondary_edu,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
28251,41,Self_employed,99212.0,Secondary_edu,9,Unmarried,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
28252,37,Private,340599.0,Primary_education,7,Unmarried,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
28253,31,Private,62932.0,Secondary_edu,9,Single,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
28254,25,Private,44861.0,Secondary_edu,9,Single,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
28255,46,Private,53893.0,Secondary_edu,10,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
28256,53,Self_employed,152810.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,5013,0,45,United-States,>50K
28257,47,Civil_servant,128401.0,PhD,14,Single,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
28258,28,Private,336951.0,Secondary_edu,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
28259,60,Self_employed,95445.0,Secondary_edu,10,Married,Transport-moving,Husband,White,Male,3137,0,46,United-States,<=50K
28260,43,Private,54611.0,Secondary_edu,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
28261,45,Self_employed,315984.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,5013,0,50,United-States,>50K
28262,28,Private,210313.0,Primary_education,6,Single,Handlers-cleaners,Other-relative,White,Male,0,0,40,Others,<=50K
28263,19,Private,181020.0,Primary_education,7,Single,Handlers-cleaners,Other-relative,White,Male,0,0,30,United-States,<=50K
28264,51,Self_employed,120781.0,Secondary_edu,14,Married,Prof-specialty,Husband,Other,Male,5013,0,60,Others,>50K
28265,19,Private,256979.0,Secondary_edu,9,Single,Craft-repair,Other-relative,White,Male,0,0,35,United-States,<=50K
28266,63,Private,47298.0,PhD,14,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
28267,44,Private,125461.0,PhD,14,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
28268,21,Private,209955.0,Secondary_edu,9,Single,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,<=50K
28269,33,Private,182246.0,Secondary_edu,9,Single,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
28270,63,Private,76860.0,Graduate,13,Married,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Others,>50K
28271,44,Private,91949.0,Secondary_edu,9,Single,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
28272,44,Civil_servant,136986.0,Post_Grad,14,Married,Prof-specialty,Husband,White,Male,5013,0,35,United-States,>50K
28273,28,Civil_servant,183445.0,Secondary_edu,9,Single,Exec-managerial,Unmarried,White,Female,0,0,60,Others,<=50K
28274,24,Private,130741.0,Graduate,13,Single,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
28275,20,Civil_servant,191878.0,Secondary_edu,10,Single,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,<=50K
28276,21,Private,233923.0,Secondary_edu,10,Single,Prof-specialty,Own-child,White,Female,0,0,24,United-States,<=50K
28277,20,Private,48121.0,Secondary_edu,9,Single,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
28278,21,Private,304302.0,Secondary_edu,9,Single,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
28279,34,Civil_servant,284703.0,Secondary_edu,10,Married,Machine-op-inspct,Husband,Black,Male,0,0,52,United-States,<=50K
28280,19,Private,379699.1999999997,Primary_education,7,Single,Sales,Own-child,White,Female,0,0,18,United-States,<=50K
28281,35,Private,243357.0,Primary_education,7,Unmarried,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
28282,26,Private,39463.2,Secondary_edu,9,Single,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
28283,35,Private,110538.0,Secondary_edu,9,Unmarried,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,<=50K
28284,25,Private,257310.0,Secondary_edu,9,Single,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
28285,27,Self_employed,379699.1999999997,Secondary_edu,10,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
28286,52,Civil_servant,379699.1999999997,Secondary_edu,11,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
28287,43,Self_employed,52498.0,Graduate,13,Single,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
28288,36,Private,223433.0,Post_Grad,14,Married,Sales,Husband,White,Male,5013,0,50,United-States,>50K
28289,37,Private,87076.0,Secondary_edu,9,Single,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
28290,58,Private,224854.0,Secondary_edu,9,Single,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28291,25,Private,193379.0,Secondary_edu,12,Single,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
28292,54,Private,98436.0,Post_Grad,14,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
28293,42,Private,116632.0,Secondary_edu,10,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
28294,63,Self_employed,210381.0,Graduate,13,Married,Exec-managerial,Husband,White,Male,5013,0,60,United-States,>50K
28295,44,Private,90688.0,Secondary_edu,9,Single,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,45,Others,<=50K
28296,61,Private,229744.0,Primary_education,5,Married,Craft-repair,Husband,White,Male,0,0,40,Others,<=50K
28297,29,Private,59732.0,Secondary_edu,9,Married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
28298,34,Private,192900.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28299,24,Civil_servant,90046.0,Secondary_edu,10,Single,Other-service,Not-in-family,White,Female,0,0,40,Others,<=50K
28300,40,Private,272960.0,Secondary_edu,12,Married,Tech-support,Husband,White,Male,0,0,42,United-States,>50K
28301,42,Self_employed,152071.0,Secondary_edu,14,Married,Prof-specialty,Husband,White,Male,0,0,60,Others,>50K
28302,50,Private,301583.0,Secondary_edu,9,Single,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
28303,19,Private,171964.0,Secondary_edu,9,Single,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
28304,49,Private,315984.0,Secondary_edu,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
28305,38,Private,241962.0,Secondary_edu,9,Unmarried,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
28306,41,Private,131591.0,Secondary_edu,9,Married,Adm-clerical,Husband,Black,Male,0,0,45,United-States,<=50K
28307,63,Self_employed,207938.0,Secondary_edu,10,Single,Exec-managerial,Not-in-family,White,Male,0,0,18,United-States,<=50K
28308,51,Private,53197.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28309,24,Private,121023.0,Graduate,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
28310,57,Self_employed,287229.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
28311,22,Private,163911.0,Secondary_edu,10,Single,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
28312,31,Private,191834.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28313,28,Private,204734.0,Secondary_edu,10,Married,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
28314,45,Self_employed,220978.0,Secondary_edu,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
28315,39,Private,365739.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28316,26,Private,50103.0,Secondary_edu,10,Single,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
28317,38,Private,283293.0,Secondary_edu,9,Married,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
28318,38,Self_employed,194534.0,Post_Grad,14,Married,Prof-specialty,Husband,Black,Male,5013,0,60,United-States,>50K
28319,19,Private,263338.0,Secondary_edu,9,Single,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
28320,36,Private,379699.1999999997,Secondary_edu,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28321,30,Private,348592.0,Secondary_edu,9,Married,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,<=50K
28322,28,Private,173944.0,Post_Grad,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28323,53,Private,226135.0,Primary_education,5,Single,Craft-repair,Not-in-family,Black,Male,0,0,40,Others,<=50K
28324,32,Private,172375.0,Graduate,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,<=50K
28325,57,Self_employed,127728.0,Secondary_edu,14,Married,Prof-specialty,Husband,White,Male,5013,0,60,United-States,>50K
28326,47,Private,347025.0,Post_Grad,14,Unmarried,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
28327,36,Private,191335.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K
28328,21,Private,247779.0,Primary_education,7,Single,Sales,Own-child,White,Female,0,0,38,United-States,<=50K
28329,25,Civil_servant,262664.0,Graduate,13,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
28330,37,Private,95855.0,Secondary_edu,9,Unmarried,Protective-serv,Unmarried,White,Female,0,0,40,United-States,<=50K
28331,31,Private,74501.0,Secondary_edu,9,Unmarried,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
28332,43,Private,245317.0,Secondary_edu,9,Married,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
28333,61,Private,39463.2,Secondary_edu,9,Unmarried,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K
28334,56,Private,200316.0,Secondary_edu,10,Married,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K
28335,35,Private,198341.0,Graduate,13,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
28336,59,Private,100453.0,Primary_education,5,Unmarried,Other-service,Own-child,Black,Female,0,0,38,United-States,<=50K
28337,44,Self_employed,343190.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
28338,47,Private,235683.0,Post_Grad,14,Unmarried,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
28339,44,Private,83237.0,Graduate,13,Married,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
28340,63,Private,88470.0,Secondary_edu,10,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
28341,26,Private,198801.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
28342,53,Private,168107.0,Graduate,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28343,50,Private,196193.0,Graduate,13,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28344,30,Private,205418.0,Secondary_edu,9,Married,Prof-specialty,Wife,White,Female,0,0,20,United-States,<=50K
28345,46,Private,379699.1999999997,Secondary_edu,9,Unmarried,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,<=50K
28346,45,Self_employed,139268.0,Secondary_edu,9,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
28347,44,Civil_servant,192771.0,Secondary_edu,9,Single,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28348,59,Self_employed,122390.0,Secondary_edu,10,Married,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
28349,63,Self_employed,184965.0,PhD,14,Married,Exec-managerial,Husband,White,Male,5013,0,40,United-States,>50K
28350,23,Private,180837.0,Secondary_edu,9,Single,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
28351,33,Private,159548.0,Secondary_edu,10,Unmarried,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K
28352,34,Private,110554.0,Secondary_edu,9,Unmarried,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
28353,38,Private,103474.0,Secondary_edu,11,Unmarried,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28354,62,Private,178249.0,Graduate,13,Married,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
28355,21,Private,138768.0,Secondary_edu,10,Single,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
28356,41,Private,321824.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,18,United-States,<=50K
28357,35,Private,244803.0,Secondary_edu,9,Single,Handlers-cleaners,Other-relative,White,Male,0,0,40,Others,<=50K
28358,62,Civil_servant,206063.0,Secondary_edu,10,Unmarried,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
28359,53,Private,167651.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28360,63,Civil_servant,163689.0,Secondary_edu,10,Married,Transport-moving,Husband,White,Male,0,0,18,United-States,<=50K
28361,19,Self_employed,45546.0,Secondary_edu,10,Single,Sales,Own-child,White,Female,0,0,18,United-States,<=50K
28362,47,Private,379699.1999999997,Graduate,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28363,52,Self_employed,68015.0,Secondary_edu,10,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
28364,54,Private,175594.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28365,58,Private,148673.0,Secondary_edu,9,Married,Prof-specialty,Husband,White,Male,0,0,18,United-States,<=50K
28366,30,Private,206322.0,Secondary_edu,9,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
28367,39,Private,272338.0,Secondary_edu,9,Married,Adm-clerical,Wife,White,Female,0,0,25,United-States,<=50K
28368,63,Private,105886.0,Graduate,13,Married,Prof-specialty,Husband,White,Male,1173,0,60,United-States,<=50K
28369,63,Private,312498.0,Graduate,13,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
28370,32,Private,177675.0,Secondary_edu,9,Single,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
28371,51,Private,152810.0,Secondary_edu,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28372,57,Private,319122.0,Graduate,13,Single,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
28373,25,Private,212304.0,Secondary_edu,9,Single,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
28374,53,Private,208321.0,Secondary_edu,9,Married,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
28375,39,Private,240841.0,Secondary_edu,10,Single,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
28376,49,Private,208978.0,Secondary_edu,9,Unmarried,Adm-clerical,Unmarried,White,Female,0,0,18,United-States,<=50K
28377,23,Civil_servant,379699.1999999997,Graduate,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
28378,28,Private,198197.0,Graduate,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,>50K
28379,46,Private,261059.0,Post_Grad,14,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
28380,40,Private,72791.0,Secondary_edu,10,Single,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
28381,24,Private,275395.0,Secondary_edu,9,Married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
28382,20,Private,195767.0,Secondary_edu,9,Single,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
28383,50,Private,379699.1999999997,Primary_education,6,Married,Other-service,Husband,White,Male,0,0,18,Others,<=50K
28384,24,Private,265434.0,Graduate,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
28385,35,Private,39463.2,Secondary_edu,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
28386,33,Civil_servant,246291.0,Graduate,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,46,United-States,<=50K
28387,54,Civil_servant,128378.0,Graduate,13,Unmarried,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
28388,35,Civil_servant,231180.0,Secondary_edu,9,Married,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
28389,31,Civil_servant,206297.0,Secondary_edu,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
28390,47,Self_employed,337050.0,Secondary_edu,10,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
28391,48,Private,193075.0,Secondary_edu,9,Unmarried,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
28392,33,Civil_servant,169652.0,Secondary_edu,11,Single,Adm-clerical,Own-child,White,Male,0,0,55,United-States,<=50K
28393,35,Private,39463.2,Graduate,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28394,20,Private,141453.0,Secondary_edu,10,Single,Prof-specialty,Own-child,White,Female,0,0,18,United-States,<=50K
28395,36,Private,252231.0,Primary_education,5,Single,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,Others,<=50K
28396,30,Private,128016.0,Graduate,13,Single,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
28397,39,Private,150057.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
28398,25,Private,258276.0,Secondary_edu,10,Single,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
28399,40,Private,188465.0,Secondary_edu,9,Unmarried,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
28400,25,Self_employed,161007.0,Secondary_edu,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
28401,33,Private,379699.1999999997,Secondary_edu,9,Married,Machine-op-inspct,Wife,White,Female,0,0,40,Others,<=50K
